timestamp,temperature
2026-02-05_00:00,18.44
2026-02-05_00:02,18.38
2026-02-05_00:04,18.38
2026-02-05_00:06,18.38
2026-02-05_00:08,18.38
2026-02-05_00:10,18.38
2026-02-05_00:12,18.38
2026-02-05_00:14,18.38
2026-02-05_00:16,18.38
2026-02-05_00:18,18.38
2026-02-05_00:20,18.38
2026-02-05_00:22,18.38
2026-02-05_00:24,18.38
2026-02-05_00:26,18.38
2026-02-05_00:28,18.38
2026-02-05_00:30,18.38
2026-02-05_00:32,18.38
2026-02-05_00:34,18.44
2026-02-05_00:36,18.38
2026-02-05_00:38,18.38
2026-02-05_00:40,18.44
2026-02-05_00:42,18.44
2026-02-05_00:44,18.44
2026-02-05_00:46,18.44
2026-02-05_00:48,18.44
2026-02-05_00:50,18.44
2026-02-05_00:52,18.44
2026-02-05_00:54,18.44
2026-02-05_00:56,18.44
2026-02-05_00:58,18.44
2026-02-05_01:00,18.44
2026-02-05_01:02,18.44
2026-02-05_01:04,18.44
2026-02-05_01:06,18.50
2026-02-05_01:08,18.44
2026-02-05_01:10,18.50
2026-02-05_01:12,18.50
2026-02-05_01:14,18.50
2026-02-05_01:16,18.50
2026-02-05_01:18,18.50
2026-02-05_01:20,18.56
2026-02-05_01:22,18.56
2026-02-05_01:24,18.56
2026-02-05_01:26,18.56
2026-02-05_01:28,18.56
2026-02-05_01:30,18.56
2026-02-05_01:32,18.56
2026-02-05_01:34,18.56
2026-02-05_01:36,18.56
2026-02-05_01:38,18.62
2026-02-05_01:40,18.62
2026-02-05_01:42,18.62
2026-02-05_01:44,18.62
2026-02-05_01:46,18.62
2026-02-05_01:48,18.62
2026-02-05_01:50,18.62
2026-02-05_01:52,18.62
2026-02-05_01:54,18.69
2026-02-05_01:56,18.62
2026-02-05_01:58,18.69
2026-02-05_02:00,18.69
2026-02-05_02:02,18.69
2026-02-05_02:04,18.75
2026-02-05_02:06,18.69
2026-02-05_02:08,18.69
2026-02-05_02:10,18.69
2026-02-05_02:12,18.69
2026-02-05_02:14,18.69
2026-02-05_02:16,18.75
2026-02-05_02:18,18.75
2026-02-05_02:20,18.69
2026-02-05_02:22,18.75
2026-02-05_02:24,18.75
2026-02-05_02:26,18.75
2026-02-05_02:28,18.69
2026-02-05_02:30,18.75
2026-02-05_02:32,18.75
2026-02-05_02:34,18.75
2026-02-05_02:36,18.75
2026-02-05_02:38,18.75
2026-02-05_02:40,18.75
2026-02-05_02:42,18.75
2026-02-05_02:44,18.75
2026-02-05_02:46,18.75
2026-02-05_02:48,18.75
2026-02-05_02:50,18.75
2026-02-05_02:52,18.81
2026-02-05_02:54,18.75
2026-02-05_02:56,18.75
2026-02-05_02:58,18.75
2026-02-05_03:00,18.75
2026-02-05_03:02,18.75
2026-02-05_03:04,18.75
2026-02-05_03:06,18.75
2026-02-05_03:08,18.75
2026-02-05_03:10,18.81
2026-02-05_03:12,18.81
2026-02-05_03:14,18.81
2026-02-05_03:16,18.75
2026-02-05_03:18,18.81
2026-02-05_03:20,18.81
2026-02-05_03:22,18.75
2026-02-05_03:24,18.75
2026-02-05_03:26,18.75
2026-02-05_03:28,18.81
2026-02-05_03:30,18.75
2026-02-05_03:32,18.75
2026-02-05_03:34,18.81
2026-02-05_03:36,18.81
2026-02-05_03:38,18.81
2026-02-05_03:40,18.75
2026-02-05_03:42,18.75
2026-02-05_03:44,18.75
2026-02-05_03:46,18.75
2026-02-05_03:48,18.75
2026-02-05_03:50,18.75
2026-02-05_03:52,18.75
2026-02-05_03:54,18.75
2026-02-05_03:56,18.75
2026-02-05_03:58,18.75
2026-02-05_04:00,18.75
2026-02-05_04:02,18.69
2026-02-05_04:04,18.69
2026-02-05_04:06,18.69
2026-02-05_04:08,18.69
2026-02-05_04:10,18.69
2026-02-05_04:12,18.69
2026-02-05_04:14,18.69
2026-02-05_04:16,18.69
2026-02-05_04:18,18.62
2026-02-05_04:20,18.62
2026-02-05_04:22,18.62
2026-02-05_04:24,18.62
2026-02-05_04:26,18.62
2026-02-05_04:28,18.62
2026-02-05_04:30,18.62
2026-02-05_04:32,18.56
2026-02-05_04:34,18.56
2026-02-05_04:36,18.56
2026-02-05_04:38,18.56
2026-02-05_04:40,18.56
2026-02-05_04:42,18.50
2026-02-05_04:44,18.56
2026-02-05_04:46,18.50
2026-02-05_04:48,18.50
2026-02-05_04:50,18.50
2026-02-05_04:52,18.50
2026-02-05_04:54,18.44
2026-02-05_04:56,18.44
2026-02-05_04:58,18.44
2026-02-05_05:00,18.44
2026-02-05_05:02,18.44
2026-02-05_05:04,18.44
2026-02-05_05:06,18.44
2026-02-05_05:08,18.44
2026-02-05_05:10,18.38
2026-02-05_05:12,18.38
2026-02-05_05:14,18.38
2026-02-05_05:16,18.38
2026-02-05_05:18,18.38
2026-02-05_05:20,18.38
2026-02-05_05:22,18.31
2026-02-05_05:24,18.31
2026-02-05_05:26,18.31
2026-02-05_05:28,18.31
2026-02-05_05:30,18.25
2026-02-05_05:32,18.25
2026-02-05_05:34,18.25
2026-02-05_05:36,18.25
2026-02-05_05:38,18.25
2026-02-05_05:40,18.25
2026-02-05_05:42,18.25
2026-02-05_05:44,18.19
2026-02-05_05:46,18.19
2026-02-05_05:48,18.19
2026-02-05_05:50,18.19
2026-02-05_05:52,18.12
2026-02-05_05:54,18.19
2026-02-05_05:56,18.19
2026-02-05_05:58,18.12
2026-02-05_06:00,18.12
2026-02-05_06:02,18.12
2026-02-05_06:04,18.12
2026-02-05_06:06,18.12
2026-02-05_06:08,18.06
2026-02-05_06:10,18.06
2026-02-05_06:12,18.06
2026-02-05_06:14,18.06
2026-02-05_06:16,18.06
2026-02-05_06:18,18.06
2026-02-05_06:20,18.06
2026-02-05_06:22,18.06
2026-02-05_06:24,18.00
2026-02-05_06:26,18.00
2026-02-05_06:28,18.00
2026-02-05_06:30,18.00
2026-02-05_06:32,17.94
2026-02-05_06:34,18.00
2026-02-05_06:36,17.94
2026-02-05_06:38,17.94
2026-02-05_06:40,17.94
2026-02-05_06:42,17.94
2026-02-05_06:44,17.94
2026-02-05_06:46,17.94
2026-02-05_06:48,17.94
2026-02-05_06:50,17.88
2026-02-05_06:52,17.94
2026-02-05_06:54,17.88
2026-02-05_06:56,17.94
2026-02-05_06:58,17.94
2026-02-05_07:00,17.94
2026-02-05_07:02,17.94
2026-02-05_07:04,17.88
2026-02-05_07:06,17.88
2026-02-05_07:08,17.88
2026-02-05_07:10,17.88
2026-02-05_07:12,17.94
2026-02-05_07:14,17.94
2026-02-05_07:16,17.88
2026-02-05_07:18,17.94
2026-02-05_07:20,17.94
2026-02-05_07:22,17.94
2026-02-05_07:24,17.94
2026-02-05_07:26,17.94
2026-02-05_07:28,18.00
2026-02-05_07:30,17.94
2026-02-05_07:32,18.00
2026-02-05_07:34,18.00
2026-02-05_07:36,18.00
2026-02-05_07:38,18.00
2026-02-05_07:40,18.06
2026-02-05_07:42,18.06
2026-02-05_07:44,18.06
2026-02-05_07:46,18.06
2026-02-05_07:48,18.06
2026-02-05_07:50,18.12
2026-02-05_07:52,18.12
2026-02-05_07:54,18.19
2026-02-05_07:56,18.19
2026-02-05_07:58,18.19
2026-02-05_08:00,18.19
2026-02-05_08:02,18.25
2026-02-05_08:04,18.25
2026-02-05_08:06,18.25
2026-02-05_08:08,18.25
2026-02-05_08:10,18.25
2026-02-05_08:12,18.31
