timestamp,temperature
2026-02-07_00:00,19.44
2026-02-07_00:02,19.38
2026-02-07_00:04,19.44
2026-02-07_00:06,19.44
2026-02-07_00:08,19.38
2026-02-07_00:10,19.38
2026-02-07_00:12,19.44
2026-02-07_00:14,19.44
2026-02-07_00:16,19.38
2026-02-07_00:18,19.38
2026-02-07_00:20,19.38
2026-02-07_00:22,19.38
2026-02-07_00:24,19.38
2026-02-07_00:26,19.38
2026-02-07_00:28,19.38
2026-02-07_00:30,19.38
2026-02-07_00:32,19.31
2026-02-07_00:34,19.31
2026-02-07_00:36,19.31
2026-02-07_00:38,19.31
2026-02-07_00:40,19.31
2026-02-07_00:42,19.31
2026-02-07_00:44,19.31
2026-02-07_00:46,19.31
2026-02-07_00:48,19.25
2026-02-07_00:50,19.25
2026-02-07_00:52,19.25
2026-02-07_00:54,19.25
2026-02-07_00:56,19.25
2026-02-07_00:58,19.25
2026-02-07_01:00,19.25
2026-02-07_01:02,19.25
2026-02-07_01:04,19.25
2026-02-07_01:06,19.19
2026-02-07_01:08,19.19
2026-02-07_01:10,19.19
2026-02-07_01:12,19.12
2026-02-07_01:14,19.12
2026-02-07_01:16,19.12
2026-02-07_01:18,19.12
2026-02-07_01:20,19.12
2026-02-07_01:22,19.12
2026-02-07_01:24,19.12
2026-02-07_01:26,19.12
2026-02-07_01:28,19.12
2026-02-07_01:30,19.06
2026-02-07_01:32,19.06
2026-02-07_01:34,19.06
2026-02-07_01:36,19.06
2026-02-07_01:38,19.06
2026-02-07_01:40,19.06
2026-02-07_01:42,19.06
2026-02-07_01:44,19.00
2026-02-07_01:46,19.00
2026-02-07_01:48,19.00
2026-02-07_01:50,19.00
2026-02-07_01:52,19.00
2026-02-07_01:54,18.94
2026-02-07_01:56,19.00
2026-02-07_01:58,18.94
2026-02-07_02:00,19.00
2026-02-07_02:02,18.94
2026-02-07_02:04,18.94
2026-02-07_02:06,18.94
2026-02-07_02:08,18.94
2026-02-07_02:10,18.94
2026-02-07_02:12,18.88
2026-02-07_02:14,18.88
2026-02-07_02:16,18.88
2026-02-07_02:18,18.94
2026-02-07_02:20,18.88
2026-02-07_02:22,18.88
2026-02-07_02:24,18.88
2026-02-07_02:26,18.88
2026-02-07_02:28,18.88
2026-02-07_02:30,18.81
2026-02-07_02:32,18.81
2026-02-07_02:34,18.81
2026-02-07_02:36,18.81
2026-02-07_02:38,18.81
2026-02-07_02:40,18.81
2026-02-07_02:42,18.81
2026-02-07_02:44,18.81
2026-02-07_02:46,18.81
2026-02-07_02:48,18.75
2026-02-07_02:50,18.81
2026-02-07_02:52,18.81
2026-02-07_02:54,18.75
2026-02-07_02:56,18.75
2026-02-07_02:58,18.75
2026-02-07_03:00,18.75
2026-02-07_03:02,18.69
2026-02-07_03:04,18.75
2026-02-07_03:06,18.69
2026-02-07_03:08,18.69
2026-02-07_03:10,18.75
2026-02-07_03:12,18.69
2026-02-07_03:14,18.69
2026-02-07_03:16,18.69
2026-02-07_03:18,18.69
2026-02-07_03:20,18.69
2026-02-07_03:22,18.69
2026-02-07_03:24,18.69
2026-02-07_03:26,18.69
2026-02-07_03:28,18.69
2026-02-07_03:30,18.69
2026-02-07_03:32,18.69
2026-02-07_03:34,18.62
2026-02-07_03:36,18.62
2026-02-07_03:38,18.62
2026-02-07_03:40,18.62
2026-02-07_03:42,18.62
2026-02-07_03:44,18.62
2026-02-07_03:46,18.62
2026-02-07_03:48,18.62
2026-02-07_03:50,18.62
2026-02-07_03:52,18.56
2026-02-07_03:54,18.62
2026-02-07_03:56,18.62
2026-02-07_03:58,18.62
2026-02-07_04:00,18.56
2026-02-07_04:02,18.56
2026-02-07_04:04,18.56
2026-02-07_04:06,18.56
2026-02-07_04:08,18.50
2026-02-07_04:10,18.56
2026-02-07_04:12,18.56
2026-02-07_04:14,18.50
2026-02-07_04:16,18.50
2026-02-07_04:18,18.50
2026-02-07_04:20,18.50
2026-02-07_04:22,18.50
2026-02-07_04:24,18.50
2026-02-07_04:26,18.50
2026-02-07_04:28,18.50
2026-02-07_04:30,18.50
2026-02-07_04:32,18.44
2026-02-07_04:34,18.44
2026-02-07_04:36,18.44
2026-02-07_04:38,18.44
2026-02-07_04:40,18.44
2026-02-07_04:42,18.38
2026-02-07_04:44,18.44
2026-02-07_04:46,18.38
2026-02-07_04:48,18.44
2026-02-07_04:50,18.38
2026-02-07_04:52,18.38
2026-02-07_04:54,18.38
2026-02-07_04:56,18.38
2026-02-07_04:58,18.38
2026-02-07_05:00,18.38
2026-02-07_05:02,18.38
2026-02-07_05:04,18.38
2026-02-07_05:06,18.38
2026-02-07_05:08,18.31
2026-02-07_05:10,18.31
2026-02-07_05:12,18.31
2026-02-07_05:14,18.31
2026-02-07_05:16,18.31
2026-02-07_05:18,18.31
2026-02-07_05:20,18.31
2026-02-07_05:22,18.31
2026-02-07_05:24,18.31
2026-02-07_05:26,18.31
2026-02-07_05:28,18.31
2026-02-07_05:30,18.31
2026-02-07_05:32,18.31
2026-02-07_05:34,18.31
