timestamp,temperature
2026-02-03_00:00,19.69
2026-02-03_00:02,19.69
2026-02-03_00:04,19.69
2026-02-03_00:06,19.69
2026-02-03_00:08,19.75
2026-02-03_00:10,19.69
2026-02-03_00:12,19.69
2026-02-03_00:14,19.69
2026-02-03_00:16,19.69
2026-02-03_00:18,19.69
2026-02-03_00:20,19.69
2026-02-03_00:22,19.69
2026-02-03_00:24,19.62
2026-02-03_00:26,19.69
2026-02-03_00:28,19.69
2026-02-03_00:30,19.69
2026-02-03_00:32,19.69
2026-02-03_00:34,19.69
2026-02-03_00:36,19.62
2026-02-03_00:38,19.62
2026-02-03_00:40,19.62
2026-02-03_00:42,19.62
2026-02-03_00:44,19.62
2026-02-03_00:46,19.62
2026-02-03_00:48,19.62
2026-02-03_00:50,19.62
2026-02-03_00:52,19.56
2026-02-03_00:54,19.56
2026-02-03_00:56,19.56
2026-02-03_00:58,19.56
2026-02-03_01:00,19.56
2026-02-03_01:02,19.56
2026-02-03_01:04,19.56
2026-02-03_01:06,19.56
2026-02-03_01:08,19.50
2026-02-03_01:10,19.50
2026-02-03_01:12,19.50
2026-02-03_01:14,19.50
2026-02-03_01:16,19.50
2026-02-03_01:18,19.44
2026-02-03_01:20,19.50
2026-02-03_01:22,19.44
2026-02-03_01:24,19.44
2026-02-03_01:26,19.44
2026-02-03_01:28,19.44
2026-02-03_01:30,19.44
2026-02-03_01:32,19.38
2026-02-03_01:34,19.38
2026-02-03_01:36,19.38
2026-02-03_01:38,19.38
2026-02-03_01:40,19.38
2026-02-03_01:42,19.38
2026-02-03_01:44,19.38
2026-02-03_01:46,19.31
2026-02-03_01:48,19.31
2026-02-03_01:50,19.31
2026-02-03_01:52,19.31
2026-02-03_01:54,19.31
2026-02-03_01:56,19.31
2026-02-03_01:58,19.25
2026-02-03_02:00,19.25
2026-02-03_02:02,19.25
2026-02-03_02:04,19.25
2026-02-03_02:06,19.25
2026-02-03_02:08,19.25
2026-02-03_02:10,19.19
2026-02-03_02:12,19.19
2026-02-03_02:14,19.19
2026-02-03_02:16,19.19
2026-02-03_02:18,19.19
2026-02-03_02:20,19.12
2026-02-03_02:22,19.12
2026-02-03_02:24,19.12
2026-02-03_02:26,19.12
2026-02-03_02:28,19.12
2026-02-03_02:30,19.12
2026-02-03_02:32,19.12
2026-02-03_02:34,19.12
2026-02-03_02:36,19.06
2026-02-03_02:38,19.06
2026-02-03_02:40,19.06
2026-02-03_02:42,19.06
2026-02-03_02:44,19.06
2026-02-03_02:46,19.06
2026-02-03_02:48,19.00
2026-02-03_02:50,19.00
2026-02-03_02:52,19.00
2026-02-03_02:54,19.00
2026-02-03_02:56,19.00
2026-02-03_02:58,19.00
2026-02-03_03:00,19.00
2026-02-03_03:02,19.00
2026-02-03_03:04,19.00
2026-02-03_03:06,18.94
2026-02-03_03:08,19.00
2026-02-03_03:10,18.94
2026-02-03_03:12,18.94
2026-02-03_03:14,18.94
2026-02-03_03:16,18.94
2026-02-03_03:18,18.94
2026-02-03_03:20,18.94
